SKU,Title,PermalinkUrl,CategoryName,RetailPrice,SellPrice,ShipingPrice,CostPrice,LikePrice,ShortDescription,LongDescription,Stock,Weight,Image Src,FileName_1,FileName_2,FileName_3,YouTubeUrl,IsActive,IsVatFree,MoreCategories,FilterData,InternalSKU
2PWV0CKKJA,Специи в пастраму 200 живой кошерный,תבלינים-לשנקה-וטצ׳ינה-200-גר,Специи,40,0,0,,,в,"תבלינים לשנקה, ופסטרמה 200 גר מומלץ 8 גר ל-1 ק&quot;ג מסה בשר",17.0,0.0,https://cdna.wobily.com/images/0b4c4ef8-05f4-4475-bd0e-1f84d062bcf0.jpg,https://cdna.wobily.com/images/ede8f6b8-08a0-477d-b27c-cd11b405d635.jpg,,,,True,False,Специи для пасты и тринки; Кошерные специи;,,
CTBJYT91OE,Crocova Cause Spice 200 c. Кошер,תבלין-לנקניק-בסגנון-קרקוב-200-גר,Специи,40,0,0,,,в,תבלין לנקניק בסגנון קרקוב 200 ג&quot;ר<br />מומלץ 6 ג&quot;ר ל-1 ק&quot;ג מסה,,0.0,https://cdna.wobily.com/images/03b21e5c-c086-43c8-8264-81eda458e7cb.jpg,,,,,True,False,Специи копченых приготовленных нихеров; Кошерные специи;,,
PJT1WN250U,Специя в немецкой колбасе 200 c. Кошер,תבלין-לנקניקיות-גרמני-200-גר,Специи,40,0,0,,,в,תבלין לנקניקיות גרמני 200 ג&quot;ר<br />מומלץ 8 ג&quot;ר ל-1 ק&quot;ג מסה<br />&nbsp;,,0.0,https://cdna.wobily.com/images/279d154a-5729-4eee-8b6b-e000a565ddda.jpg,,,,,True,False,Специи для всех видов колбасы; Специи копченых приготовленных нихеров; Специи для пасты и тринки; Кошерные специи;,,
2OVL7P16PI,Spice German Turling Synagogs 100 грамм,תבלין-לנקניקיות-טורינג-גרמני-100-גר,Специи,30,0,0,,,в,תבלינים לנקניקיות גריל מבשר טחון ואמולסיה,,0.0,https://cdna.wobily.com/images/3a720659-7d3e-4cac-8ecf-c8d0f6fc39d9.jpg,,,,,True,False,Специи для всех видов колбасы;,,
UUR1X1O5Q7,Специя до московской колбасы 100 грамм,תבלין-לנקניק-מוסקבה-100-גר,Специи,30,0,0,,,"Откройте для себя секрет настоящей московской колбасы! Аутентичная смесь специй с классическим вкусом, качественными ингредиентами и простотой использования. Идеально подходит для домашней колбасы!","נקניק מוסקבה: סוד הטעם המושלם מחפשים את התבלין המושלם לנקניק מוסקבה אמיתי? אנו מציעים תערובת תבלינים אותנטית, שפותחה תוך התחשבות במסורת ובסטנדרטים מודרניים. התבלין שלנו הוא איזון של מרכיבים נבחרים: פלפל, אגוז מוסקט, כוסברה ומרכיבים נוספים המעניקים לנקניק את הארומה והטעם המוכרים שלו. היתרונות של התערובת שלנו: מתכון מסורתי:** משחזרים את הטעם של נקניק מוסקבה קלאסי. רב-תכליתיות:** מתאים לסוגים שונים של נקניקים. קלות שימוש:** קל להוסיף לבשר הטחון להשגת התוצאה המושלמת. .",39.0,0.0,https://cdna.wobily.com/images/d29b9eca-85ff-4b70-8914-d327ca3f5d09.jpg,,,,,True,False,Специи копченых приготовленных нихеров;,,
6XLW6NPQIR,Специя до колбасы Mortodella 100 грамм,תבלין-לנקניק-מורטודלה-100-גר,Специи,30,0,0,,,в,תבלין לנקניק מורטודלה. מכיל פוספט וויטמין C. מומלץ 8 גר ל-1 ק&quot;ג בשר,,0.0,https://cdna.wobily.com/images/a8a983a3-618d-4cbc-bad8-07cb43035353.jpg,,,,,True,False,Специи копченых приготовленных нихеров;,,
102OBAOHJY,Спечная колбаса Сарольд Московский 1 кг,תבלין-לנקניק-סרוולד-מוסקובסקאיה-1-קג,Производительность в этом месяце,220,130,0,88.0,,в,"נקניק מוסקבה: סוד הטעם המושלםמחפשים את התבלין המושלם לנקניק מוסקבה אמיתי? אנו מציעים תערובת תבלינים אותנטית, שפותחה תוך התחשבות במסורת ובסטנדרטים מודרניים.התבלין שלנו הוא איזון של מרכיבים נבחרים: פלפל, אגוז מוסקט, כוסברה ומרכיבים נוספים המעניקים לנקניק את הארומה והטעם המוכרים שלו.היתרונות של התערובת שלנו:מתכון מסורתי:** משחזרים את הטעם של נקניק מוסקבה קלאסי.רב-תכליתיות:** מתאים לסוגים שונים של נקניקים.קלות שימוש:** קל להוסיף לבשר הטחון להשגת התוצאה המושלמת.",10.0,1.0,https://cdna.wobily.com/images/0c91bca7-385c-4222-93ef-7f7e84047ba4.jpg,,,,,True,False,в,,
GKSWVGDOJ2,Специя в паризо 100 грамм,תבלין-לפרושטו-100-גר,Специи,30,0,0,,,в,תבלינים לנקניק מיובש בסיגנון פרושוטו,,0.0,https://cdna.wobily.com/images/353b06fc-ac2d-4545-9699-b34d2f80976d.jpg,,,,,True,False,Специи специи - сочная сухая ниша; Специи копченых приготовленных нихеров; Специи для пасты и тринки;,,
U8U2GIQKAX,Балет для Cabanus 200 Live,תבלין-לקבנוס-200-גר,Специи,40,0,0,,,"Профессиональная смесь специй в колбасе Cabanus, в 200 -грама -пакете.","תבלינים לקבנוס מעושן ומבושל, מכיל פוספט ואריטרובט. 200-גר בחבילה. מומלץ לשימוש 7-10 גר ל-1 ק&quot;ג מסה בשר.",,,https://cdna.wobily.com/images/3bc39f27-2570-4a19-a0c2-cbd4a4137c79.jpg,,,,,True,False,Специи копченых приготовленных нихеров;,,
T5Z797TR2F,Пророческая смесь для колбас и грунтовых колбасов 1 кг,תערובת-פונקציאונלית-לנקניקיות-ונקניקים-טחונים-1-קג,Пищевые добавки,100,0,0,,,в,"תערובת פונקציאונלית לכל סוג נקניקים ונקניקיות טחונים ומבושלים או מעושנים. תערובת מיכל מלח ניטריט, פוספט, אסקורבט, דקסטרוז. מומלץ 20 גר ל-1 ק""ג מסה בשר.ב-20 גר תערובת 15 גר מלח ניטריט 0,6%  , פוספט 3 גר, אסקורבט 0,5 גר , דקסטרוז 1,5 גר ",11.0,1.0,https://cdna.wobily.com/images/690c5555-cc9d-44ae-a190-0dc87c25ec35.jpg,,,,https://youtu.be/MltR8HfdF-c?si=1iBB8Tlb_K2K0dfr,True,False,Соли и кино;,,
DYS1S0N4J6,Смесь Slisco Spice 1 кг,תערובת-תבלינים-סלסיסו-לנקניקיות-גריל-1-קג,Специи,70,0,0,29.6,,в,"תערובת תבלינים אותנטית להכנת נקניקיות סלסיסו בסגנון דרום אמריקאי &ndash; חריפות, עסיסיות ומלאות אופי!<br />עם שילוב מדויק של פפריקה מעושנת, שום, כמון, פלפל שחור, צ&#39;ילי ותבלינים חמים &ndash; סלסיסו קלאסית שמביאה אש לגריל.<br /><br />מתאימה במיוחד להכנת נקניקיות מבשר בקר&nbsp;<br />מושלמת לצלייה על האש, במחבת או בתנור.<br /><br />יתרונות:<br /><br />טעם עשיר ומודגש &ndash; בדיוק כמו בברזיל<br /><br />נותנת צבע עז וניחוח משגע<br /><br />ללא חומרים משמרים.<br /><br />לשימוש ביתי או מקצועי<br /><br /><br />הוראות שימוש:<br />הוסיפו כ-40 גרם תבלין לק&quot;ג תערובת בשרית. ערבבו היטב והכניסו למעיים. ניתן להוסיף חריפות לפי הטעם.<br />",,0.0,https://cdna.wobily.com/images/bcd43738-aa19-4336-b799-a3e87ab23dd7.jpg,,,,,True,False,Специи для всех видов колбасы; Кошерные специи;,,
